home_team,away_team,home_score,away_score,year,round,weekday,day,month,game_type,venue,attendance
Melbourne,Collingwood,95,82,1988,23,Sun,11,9,finals,MCG,87407
Melbourne,Carlton,120,98,1988,23,Sat,17,9,finals,Waverley Park,68516
Hawthorn,Melbourne,152,56,1988,23,Sat,24,9,finals,MCG,93754
West Coast,Essendon,96,112,1989,1,Fri,31,3,regular,WACA,25664
St Kilda,Brisbane,136,97,1989,1,Sat,1,4,regular,Gold Coast Stadium,17236
Carlton,Western Bulldogs,73,132,1989,1,Sat,1,4,regular,Princes Park,21294
Collingwood,Hawthorn,93,83,1989,1,Sat,1,4,regular,Waverley Park,50287
Melbourne,Fitzroy,116,111,1989,1,Sat,1,4,regular,MCG,25792
North Melbourne,Geelong,125,123,1989,1,Sun,2,4,regular,MCG,24383
Sydney,Richmond,89,73,1989,1,Sun,2,4,regular,SCG,8611
St Kilda,Carlton,96,92,1989,2,Sat,8,4,regular,Gold Coast Stadium,27796
Fitzroy,Collingwood,132,107,1989,2,Sat,8,4,regular,Princes Park,21618
Essendon,Melbourne,94,68,1989,2,Sat,8,4,regular,North Hobart,20431
Richmond,Western Bulldogs,156,88,1989,2,Sat,8,4,regular,MCG,22834
North Melbourne,Hawthorn,72,141,1989,2,Sat,8,4,regular,Waverley Park,18939
Brisbane,Sydney,123,65,1989,2,Sun,9,4,regular,Gold Coast Stadium,11405
Geelong,West Coast,175,80,1989,2,Sun,9,4,regular,Skilled Stadium,19939
Collingwood,Brisbane,135,75,1989,3,Sat,15,4,regular,Victoria Park,18240
Hawthorn,Essendon,135,91,1989,3,Sat,15,4,regular,Princes Park,23922
St Kilda,Fitzroy,122,132,1989,3,Sat,15,4,regular,Waverley Park,31780
Western Bulldogs,North Melbourne,66,84,1989,3,Sat,15,4,regular,Western Oval,14926
Richmond,Melbourne,61,122,1989,3,Sat,15,4,regular,MCG,32582
Geelong,Carlton,117,64,1989,3,Sun,16,4,regular,Skilled Stadium,27633
Sydney,West Coast,134,83,1989,3,Sun,16,4,regular,SCG,11298
Melbourne,Brisbane,79,53,1989,4,Fri,21,4,regular,MCG,17560
Collingwood,St Kilda,159,95,1989,4,Sat,22,4,regular,Victoria Park,27331
Fitzroy,Sydney,79,153,1989,4,Sat,22,4,regular,Princes Park,12573
Western Bulldogs,Geelong,87,99,1989,4,Sun,23,4,regular,Western Oval,22844
West Coast,North Melbourne,72,115,1989,4,Sun,23,4,regular,WACA,18546
Carlton,Essendon,110,138,1989,4,Tue,25,4,regular,Princes Park,33074
Richmond,Hawthorn,66,110,1989,4,Tue,25,4,regular,Waverley Park,41347
Hawthorn,Carlton,125,71,1989,5,Sat,29,4,regular,Waverley Park,31827
Essendon,St Kilda,138,84,1989,5,Sat,29,4,regular,North Hobart,18542
Fitzroy,Geelong,113,112,1989,5,Sat,29,4,regular,Princes Park,13102
Melbourne,Western Bulldogs,82,71,1989,5,Sat,29,4,regular,MCG,25273
Brisbane,West Coast,73,125,1989,5,Sun,30,4,regular,Gold Coast Stadium,9694
Sydney,Collingwood,77,66,1989,5,Sun,30,4,regular,SCG,22490
North Melbourne,Richmond,134,171,1989,5,Sun,30,4,regular,MCG,19691
West Coast,Fitzroy,81,89,1989,6,Fri,5,5,regular,WACA,21268
Carlton,Richmond,102,66,1989,6,Sat,6,5,regular,Waverley Park,31287
Melbourne,Collingwood,64,124,1989,6,Sat,6,5,regular,MCG,67239
Hawthorn,Geelong,171,163,1989,6,Sat,6,5,regular,Princes Park,17430
St Kilda,Sydney,95,67,1989,6,Sat,6,5,regular,Gold Coast Stadium,20285
Brisbane,Western Bulldogs,59,51,1989,6,Sun,7,5,regular,Gold Coast Stadium,5134
North Melbourne,Essendon,121,105,1989,6,Sun,7,5,regular,MCG,34379
Sydney,North Melbourne,58,67,1989,7,Fri,12,5,regular,SCG,13875
Melbourne,Carlton,86,80,1989,7,Sat,13,5,regular,MCG,36785
Collingwood,Western Bulldogs,106,78,1989,7,Sat,13,5,regular,Victoria Park,23533
Hawthorn,Fitzroy,165,84,1989,7,Sat,13,5,regular,Princes Park,16316
Geelong,St Kilda,228,109,1989,7,Sat,13,5,regular,Skilled Stadium,21421
Richmond,West Coast,92,90,1989,7,Sat,13,5,regular,Waverley Park,11745
Brisbane,Essendon,81,112,1989,7,Sun,14,5,regular,Gold Coast Stadium,12034
Geelong,Brisbane,179,50,1989,8,Sat,20,5,regular,Skilled Stadium,17265
Carlton,Collingwood,80,109,1989,8,Sat,20,5,regular,Waverley Park,61237
Essendon,Richmond,145,87,1989,8,Sat,20,5,regular,North Hobart,18030
Western Bulldogs,Fitzroy,64,63,1989,8,Sat,20,5,regular,Western Oval,11926
Hawthorn,Sydney,157,83,1989,8,Sat,20,5,regular,Princes Park,13148
St Kilda,North Melbourne,115,112,1989,8,Sat,20,5,regular,Gold Coast Stadium,19193
West Coast,Melbourne,93,95,1989,8,Sun,21,5,regular,Patersons Stadium,16017
North Melbourne,Brisbane,165,71,1989,9,Fri,26,5,regular,MCG,8634
Carlton,Fitzroy,159,122,1989,9,Sat,27,5,regular,Princes Park,19307
Essendon,Collingwood,125,58,1989,9,Sat,27,5,regular,Waverley Park,71390
Richmond,Geelong,77,211,1989,9,Sat,27,5,regular,MCG,24321
St Kilda,West Coast,118,83,1989,9,Sat,27,5,regular,Gold Coast Stadium,15768
Western Bulldogs,Hawthorn,73,117,1989,9,Sun,28,5,regular,Western Oval,16437
Sydney,Melbourne,43,52,1989,9,Sun,28,5,regular,SCG,13475
North Melbourne,Melbourne,83,113,1989,10,Fri,2,6,regular,MCG,27159
Carlton,Brisbane,115,118,1989,10,Sat,3,6,regular,Princes Park,12099
Collingwood,Geelong,88,154,1989,10,Sat,3,6,regular,MCG,65185
Essendon,Fitzroy,122,69,1989,10,Sat,3,6,regular,North Hobart,15556
Western Bulldogs,Sydney,98,66,1989,10,Sat,3,6,regular,Western Oval,10170
St Kilda,Richmond,99,92,1989,10,Sat,3,6,regular,Waverley Park,24839
West Coast,Hawthorn,105,110,1989,10,Sun,4,6,regular,Patersons Stadium,20219
Sydney,Carlton,57,85,1989,11,Fri,9,6,regular,SCG,13703
Richmond,Brisbane,45,26,1989,11,Sat,10,6,regular,MCG,7966
Fitzroy,North Melbourne,14,49,1989,11,Sat,10,6,regular,Princes Park,7817
Western Bulldogs,St Kilda,62,54,1989,11,Sat,10,6,regular,Waverley Park,17060
West Coast,Collingwood,81,116,1989,11,Sun,11,6,regular,Patersons Stadium,20233
Geelong,Essendon,89,35,1989,11,Mon,12,6,regular,MCG,87653
Hawthorn,Melbourne,54,69,1989,11,Mon,12,6,regular,Princes Park,21396
West Coast,Western Bulldogs,105,77,1989,12,Fri,16,6,regular,WACA,13578
Carlton,North Melbourne,51,40,1989,12,Sat,17,6,regular,Princes Park,15909
Collingwood,Richmond,123,69,1989,12,Sat,17,6,regular,Waverley Park,26557
Essendon,Sydney,50,55,1989,12,Sat,17,6,regular,North Hobart,13351
Melbourne,Geelong,20,89,1989,12,Sat,17,6,regular,MCG,38128
St Kilda,Hawthorn,54,72,1989,12,Sat,17,6,regular,Gold Coast Stadium,18124
Brisbane,Fitzroy,114,128,1989,12,Sun,18,6,regular,Gold Coast Stadium,10008
Hawthorn,Brisbane,106,35,1989,13,Fri,23,6,regular,Waverley Park,6292
Carlton,West Coast,64,41,1989,13,Sat,24,6,regular,Princes Park,11991
Collingwood,North Melbourne,108,56,1989,13,Sat,24,6,regular,Victoria Park,21210
Essendon,Western Bulldogs,28,23,1989,13,Sat,24,6,regular,North Hobart,13429
Fitzroy,Richmond,95,67,1989,13,Sat,24,6,regular,Waverley Park,12424
St Kilda,Melbourne,56,64,1989,13,Sat,24,6,regular,Gold Coast Stadium,19040
Sydney,Geelong,103,111,1989,13,Sun,25,6,regular,SCG,12967
North Melbourne,St Kilda,127,67,1989,14,Fri,7,7,regular,MCG,19354
Essendon,Carlton,61,58,1989,14,Sat,8,7,regular,Waverley Park,34617
Geelong,Fitzroy,82,58,1989,14,Sat,8,7,regular,Skilled Stadium,18407
Hawthorn,West Coast,141,50,1989,14,Sat,8,7,regular,Princes Park,7894
Richmond,Sydney,75,50,1989,14,Sat,8,7,regular,MCG,12601
Brisbane,Melbourne,99,113,1989,14,Sun,9,7,regular,Gold Coast Stadium,8799
Western Bulldogs,Collingwood,105,57,1989,14,Sun,9,7,regular,Western Oval,18775
Collingwood,Carlton,90,96,1989,15,Sat,15,7,regular,Waverley Park,44548
Essendon,West Coast,160,18,1989,15,Sat,15,7,regular,North Hobart,11452
Fitzroy,St Kilda,92,86,1989,15,Sat,15,7,regular,Princes Park,10789
Melbourne,North Melbourne,117,81,1989,15,Sat,15,7,regular,MCG,23766
Brisbane,Geelong,77,151,1989,15,Sat,15,7,regular,Gold Coast Stadium,18198
Sydney,Western Bulldogs,117,77,1989,15,Sun,16,7,regular,SCG,8010
Richmond,Hawthorn,104,142,1989,15,Sun,16,7,regular,MCG,17894
Western Bulldogs,Carlton,46,46,1989,16,Sat,22,7,regular,Western Oval,15089
Hawthorn,Collingwood,137,77,1989,16,Sat,22,7,regular,Princes Park,21487
Richmond,Essendon,66,99,1989,16,Sat,22,7,regular,MCG,23964
Geelong,Melbourne,109,112,1989,16,Sat,22,7,regular,Waverley Park,38865
Brisbane,St Kilda,94,90,1989,16,Sat,22,7,regular,Gold Coast Stadium,11004
North Melbourne,Fitzroy,66,107,1989,16,Sun,23,7,regular,MCG,13702
West Coast,Sydney,112,70,1989,16,Sun,23,7,regular,Patersons Stadium,13118
Richmond,Fitzroy,51,123,1989,17,Fri,28,7,regular,MCG,15045
Carlton,Melbourne,106,79,1989,17,Sat,29,7,regular,Princes Park,20368
Geelong,Collingwood,104,125,1989,17,Sat,29,7,regular,MCG,35217
St Kilda,Essendon,106,133,1989,17,Sat,29,7,regular,Gold Coast Stadium,17008
North Melbourne,Hawthorn,78,154,1989,17,Sat,29,7,regular,Waverley Park,15523
Sydney,Brisbane,95,70,1989,17,Sun,30,7,regular,SCG,7437
Western Bulldogs,West Coast,72,109,1989,17,Sun,30,7,regular,Western Oval,9467
Carlton,Hawthorn,90,95,1989,18,Sat,5,8,regular,Waverley Park,33615
Collingwood,Sydney,81,85,1989,18,Sat,5,8,regular,Victoria Park,17566
Fitzroy,Melbourne,151,103,1989,18,Sat,5,8,regular,Princes Park,11090
St Kilda,Geelong,90,113,1989,18,Sat,5,8,regular,Gold Coast Stadium,14243
Brisbane,North Melbourne,167,84,1989,18,Sat,5,8,regular,Gold Coast Stadium,9606
Western Bulldogs,Essendon,23,51,1989,18,Sun,6,8,regular,Western Oval,16005
West Coast,Richmond,130,79,1989,18,Sun,6,8,regular,Patersons Stadium,17595
Richmond,Carlton,76,104,1989,19,Fri,11,8,regular,Waverley Park,14783
Essendon,Brisbane,101,47,1989,19,Sat,12,8,regular,North Hobart,11915
Fitzroy,West Coast,72,40,1989,19,Sat,12,8,regular,Princes Park,6623
Geelong,Western Bulldogs,124,74,1989,19,Sat,12,8,regular,Skilled Stadium,17046
Melbourne,Hawthorn,63,87,1989,19,Sat,12,8,regular,Waverley Park,28117
North Melbourne,Collingwood,80,78,1989,19,Sun,13,8,regular,Waverley Park,21027
Sydney,St Kilda,159,109,1989,19,Sun,13,8,regular,SCG,11583
West Coast,Geelong,126,82,1989,20,Fri,18,8,regular,WACA,15721
Carlton,St Kilda,133,132,1989,20,Sat,19,8,regular,Princes Park,15106
Fitzroy,Collingwood,71,104,1989,20,Sat,19,8,regular,Waverley Park,42117
Essendon,North Melbourne,128,112,1989,20,Sat,19,8,regular,North Hobart,15794
Western Bulldogs,Richmond,107,29,1989,20,Sat,19,8,regular,Western Oval,8673
Melbourne,Sydney,98,87,1989,20,Sat,19,8,regular,MCG,16304
Brisbane,Hawthorn,77,61,1989,20,Sun,20,8,regular,Gold Coast Stadium,9093
Sydney,Essendon,110,104,1989,21,Fri,25,8,regular,SCG,12042
Fitzroy,Brisbane,68,81,1989,21,Sat,26,8,regular,Waverley Park,6622
Collingwood,Richmond,83,37,1989,21,Sat,26,8,regular,Victoria Park,16657
Hawthorn,Western Bulldogs,134,59,1989,21,Sat,26,8,regular,Princes Park,10022
Geelong,North Melbourne,139,117,1989,21,Sat,26,8,regular,Skilled Stadium,18025
Melbourne,St Kilda,72,104,1989,21,Sat,26,8,regular,MCG,19649
West Coast,Carlton,148,72,1989,21,Sun,27,8,regular,Patersons Stadium,23644
North Melbourne,Sydney,93,136,1989,22,Fri,1,9,regular,MCG,9235
Collingwood,West Coast,129,80,1989,22,Sat,2,9,regular,Victoria Park,18118
Melbourne,Essendon,89,108,1989,22,Sat,2,9,regular,MCG,41080
Fitzroy,Western Bulldogs,96,81,1989,22,Sat,2,9,regular,Princes Park,8837
Geelong,Richmond,162,86,1989,22,Sat,2,9,regular,Skilled Stadium,20788
Hawthorn,St Kilda,181,91,1989,22,Sat,2,9,regular,Waverley Park,25532
Brisbane,Carlton,105,70,1989,22,Sun,3,9,regular,Gold Coast Stadium,15409
Melbourne,Collingwood,111,88,1989,23,Sat,9,9,finals,Waverley Park,63062
Essendon,Geelong,157,81,1989,23,Sun,10,9,finals,MCG,75861
Hawthorn,Essendon,112,76,1989,23,Sat,16,9,finals,Waverley Park,66003
Geelong,Melbourne,153,90,1989,23,Sun,17,9,finals,MCG,69082
Geelong,Essendon,164,70,1989,23,Sat,23,9,finals,Waverley Park,67892
Hawthorn,Geelong,144,138,1989,23,Sat,30,9,finals,MCG,94796
Carlton,Sydney,99,104,1990,1,Sat,31,3,regular,Princes Park,22427
Essendon,Fitzroy,141,60,1990,1,Sat,31,3,regular,North Hobart,18960
Geelong,Hawthorn,77,192,1990,1,Sat,31,3,regular,Waverley Park,41694
North Melbourne,Melbourne,89,142,1990,1,Sat,31,3,regular,MCG,23191
Brisbane,Richmond,133,74,1990,1,Sat,31,3,regular,Gold Coast Stadium,11814
West Coast,Collingwood,100,54,1990,1,Sun,1,4,regular,Patersons Stadium,25342
Western Bulldogs,St Kilda,81,144,1990,1,Sun,1,4,regular,Western Oval,28553
Richmond,North Melbourne,68,209,1990,2,Fri,6,4,regular,MCG,18105
Fitzroy,Brisbane,98,59,1990,2,Sat,7,4,regular,Princes Park,6838
Carlton,Collingwood,87,122,1990,2,Sat,7,4,regular,Waverley Park,44906
Melbourne,Geelong,128,91,1990,2,Sat,7,4,regular,MCG,29024
St Kilda,West Coast,127,69,1990,2,Sat,7,4,regular,Gold Coast Stadium,23161
Essendon,Hawthorn,159,97,1990,2,Sun,8,4,regular,MCG,55311
Sydney,Western Bulldogs,78,140,1990,2,Sun,8,4,regular,SCG,11051
St Kilda,Carlton,76,92,1990,3,Sat,14,4,regular,Waverley Park,53065
Western Bulldogs,West Coast,59,122,1990,3,Sat,14,4,regular,Western Oval,14842
Hawthorn,Richmond,111,81,1990,3,Sat,14,4,regular,Princes Park,11698
Brisbane,North Melbourne,95,113,1990,3,Sun,15,4,regular,Gold Coast Stadium,8683
Collingwood,Sydney,128,93,1990,3,Mon,16,4,regular,Victoria Park,27839
Melbourne,Essendon,122,95,1990,3,Mon,16,4,regular,MCG,59894
Geelong,Fitzroy,150,77,1990,3,Mon,16,4,regular,Skilled Stadium,23031
West Coast,Carlton,120,70,1990,4,Fri,20,4,regular,WACA,28568
Hawthorn,Brisbane,120,38,1990,4,Sat,21,4,regular,Princes Park,8649
Collingwood,Western Bulldogs,96,78,1990,4,Sat,21,4,regular,Victoria Park,17948
Richmond,Essendon,49,127,1990,4,Sat,21,4,regular,MCG,17975
Fitzroy,Melbourne,64,89,1990,4,Sat,21,4,regular,Waverley Park,13671
North Melbourne,Geelong,112,143,1990,4,Sun,22,4,regular,MCG,28512
Sydney,St Kilda,97,131,1990,4,Sun,22,4,regular,SCG,11472
Carlton,Western Bulldogs,76,103,1990,5,Wed,25,4,regular,Princes Park,24960
Richmond,Fitzroy,143,64,1990,5,Wed,25,4,regular,MCG,23078
St Kilda,Collingwood,91,92,1990,5,Sat,28,4,regular,MCG,67893
Essendon,Geelong,81,89,1990,5,Sat,28,4,regular,Waverley Park,42097
Hawthorn,North Melbourne,108,78,1990,5,Sat,28,4,regular,Princes Park,13144
Brisbane,Melbourne,61,125,1990,5,Sat,28,4,regular,Gold Coast Stadium,9381
West Coast,Sydney,128,67,1990,5,Sun,29,4,regular,Patersons Stadium,25683
Richmond,West Coast,68,103,1990,6,Fri,4,5,regular,MCG,17229
Geelong,Brisbane,151,80,1990,6,Sat,5,5,regular,Skilled Stadium,18426
Carlton,North Melbourne,133,103,1990,6,Sat,5,5,regular,Princes Park,17555
Collingwood,Essendon,75,101,1990,6,Sat,5,5,regular,MCG,63318
Western Bulldogs,Fitzroy,82,50,1990,6,Sat,5,5,regular,Waverley Park,13610
St Kilda,Hawthorn,104,101,1990,6,Sat,5,5,regular,Gold Coast Stadium,30895
Sydney,Melbourne,98,93,1990,6,Sun,6,5,regular,SCG,10155
Melbourne,West Coast,116,61,1990,7,Fri,11,5,regular,MCG,32269
Essendon,Carlton,91,111,1990,7,Sat,12,5,regular,North Hobart,22198
Collingwood,Hawthorn,92,94,1990,7,Sat,12,5,regular,Waverley Park,48099
Fitzroy,St Kilda,121,103,1990,7,Sat,12,5,regular,Princes Park,14524
North Melbourne,Western Bulldogs,85,87,1990,7,Sat,12,5,regular,MCG,16155
Brisbane,Sydney,96,88,1990,7,Sun,13,5,regular,Gold Coast Stadium,7226
Geelong,Richmond,82,96,1990,7,Sun,13,5,regular,Skilled Stadium,21181
Sydney,Geelong,107,98,1990,8,Fri,18,5,regular,SCG,8960
Carlton,Hawthorn,126,59,1990,8,Sat,19,5,regular,Waverley Park,36370
Fitzroy,Collingwood,75,120,1990,8,Sat,19,5,regular,Princes Park,16530
Melbourne,Richmond,133,80,1990,8,Sat,19,5,regular,MCG,26376
St Kilda,North Melbourne,94,78,1990,8,Sat,19,5,regular,Gold Coast Stadium,22351
West Coast,Brisbane,122,63,1990,8,Sun,20,5,regular,Patersons Stadium,20457
Western Bulldogs,Essendon,78,97,1990,8,Sun,20,5,regular,Western Oval,25255
Carlton,Fitzroy,123,82,1990,9,Sat,26,5,regular,Princes Park,19052
Collingwood,North Melbourne,176,96,1990,9,Sat,26,5,regular,Victoria Park,22232
Essendon,St Kilda,124,113,1990,9,Sat,26,5,regular,North Hobart,21251
Hawthorn,Melbourne,92,48,1990,9,Sat,26,5,regular,Waverley Park,39701
Brisbane,Western Bulldogs,56,125,1990,9,Sat,26,5,regular,Gold Coast Stadium,6628
West Coast,Geelong,112,93,1990,9,Sun,27,5,regular,Patersons Stadium,21323
Richmond,Sydney,139,60,1990,9,Sun,27,5,regular,MCG,19465
North Melbourne,West Coast,118,90,1990,10,Fri,1,6,regular,MCG,9377
St Kilda,Brisbane,148,71,1990,10,Sat,2,6,regular,Gold Coast Stadium,14099
Richmond,Carlton,108,85,1990,10,Sat,2,6,regular,MCG,31648
Collingwood,Melbourne,110,58,1990,10,Sat,2,6,regular,Waverley Park,49655
Fitzroy,Hawthorn,103,89,1990,10,Sat,2,6,regular,Princes Park,11329
Sydney,Essendon,74,164,1990,10,Sun,3,6,regular,SCG,12551
Geelong,Western Bulldogs,96,94,1990,10,Sun,3,6,regular,Skilled Stadium,26073
Essendon,West Coast,99,60,1990,11,Sat,9,6,regular,North Hobart,19427
St Kilda,Geelong,104,112,1990,11,Sat,9,6,regular,Waverley Park,47572
Hawthorn,Sydney,132,83,1990,11,Sat,9,6,regular,Princes Park,11848
Brisbane,Collingwood,73,107,1990,11,Sun,10,6,regular,Gold Coast Stadium,12339
Melbourne,Carlton,99,93,1990,11,Mon,11,6,regular,MCG,59782
Fitzroy,North Melbourne,78,100,1990,11,Mon,11,6,regular,Princes Park,13271
Western Bulldogs,Richmond,96,82,1990,11,Mon,11,6,regular,Western Oval,29698
West Coast,Hawthorn,105,82,1990,12,Fri,15,6,regular,WACA,28094
Carlton,Brisbane,158,89,1990,12,Sat,16,6,regular,Princes Park,11738
Geelong,Collingwood,88,99,1990,12,Sat,16,6,regular,Waverley Park,53917
Essendon,North Melbourne,124,94,1990,12,Sat,16,6,regular,North Hobart,16311
Richmond,St Kilda,128,108,1990,12,Sat,16,6,regular,MCG,31180
Sydney,Fitzroy,71,116,1990,12,Sun,17,6,regular,SCG,6136
Western Bulldogs,Melbourne,68,101,1990,12,Sun,17,6,regular,Western Oval,17828
Carlton,Geelong,123,104,1990,13,Sat,23,6,regular,Princes Park,29571
Melbourne,St Kilda,99,132,1990,13,Sat,23,6,regular,MCG,38511
Brisbane,Essendon,55,109,1990,13,Sat,23,6,regular,Gold Coast Stadium,10105
Collingwood,Richmond,101,42,1990,13,Sat,30,6,regular,Victoria Park,31447
Hawthorn,Western Bulldogs,73,91,1990,13,Sat,30,6,regular,Waverley Park,22388
North Melbourne,Sydney,131,41,1990,13,Sat,30,6,regular,MCG,10721
West Coast,Fitzroy,128,91,1990,13,Sun,1,7,regular,Patersons Stadium,20133
Richmond,Brisbane,153,71,1990,14,Fri,6,7,regular,MCG,11438
Collingwood,West Coast,102,76,1990,14,Sat,7,7,regular,Victoria Park,23596
Fitzroy,Essendon,61,144,1990,14,Sat,7,7,regular,Princes Park,13339
St Kilda,Western Bulldogs,78,85,1990,14,Sat,7,7,regular,Gold Coast Stadium,28202
Hawthorn,Geelong,118,50,1990,14,Sat,7,7,regular,Waverley Park,30211
Melbourne,North Melbourne,73,200,1990,14,Sat,7,7,regular,MCG,19272
Sydney,Carlton,90,162,1990,14,Sun,8,7,regular,SCG,10555
West Coast,St Kilda,108,90,1990,15,Fri,13,7,regular,WACA,20474
Collingwood,Carlton,113,59,1990,15,Sat,14,7,regular,Waverley Park,76390
Hawthorn,Essendon,67,142,1990,15,Sat,14,7,regular,Princes Park,25159
Western Bulldogs,Sydney,112,96,1990,15,Sat,14,7,regular,Western Oval,13184
Geelong,Melbourne,113,103,1990,15,Sat,14,7,regular,Skilled Stadium,18265
North Melbourne,Richmond,144,100,1990,15,Sat,14,7,regular,MCG,21426
Brisbane,Fitzroy,111,62,1990,15,Sun,15,7,regular,Gold Coast Stadium,7347
West Coast,Western Bulldogs,109,66,1990,16,Fri,20,7,regular,WACA,20296
Carlton,St Kilda,123,108,1990,16,Sat,21,7,regular,Princes Park,25235
Essendon,Melbourne,106,114,1990,16,Sat,21,7,regular,North Hobart,19945
Fitzroy,Geelong,108,81,1990,16,Sat,21,7,regular,Waverley Park,13335
Richmond,Hawthorn,68,159,1990,16,Sat,21,7,regular,MCG,25532
North Melbourne,Brisbane,90,54,1990,16,Sun,22,7,regular,MCG,8310
Sydney,Collingwood,123,147,1990,16,Sun,22,7,regular,SCG,11722
Carlton,West Coast,101,132,1990,17,Sat,28,7,regular,Princes Park,18712
Essendon,Richmond,125,46,1990,17,Sat,28,7,regular,Waverley Park,24436
Melbourne,Fitzroy,109,90,1990,17,Sat,28,7,regular,MCG,20222
Geelong,North Melbourne,110,131,1990,17,Sat,28,7,regular,Skilled Stadium,18018
St Kilda,Sydney,148,73,1990,17,Sat,28,7,regular,Gold Coast Stadium,19108
Brisbane,Hawthorn,95,110,1990,17,Sun,29,7,regular,Gold Coast Stadium,8768
Western Bulldogs,Collingwood,96,93,1990,17,Sun,29,7,regular,MCG,52724
North Melbourne,Hawthorn,98,108,1990,18,Fri,3,8,regular,MCG,44627
Melbourne,Brisbane,73,60,1990,18,Sat,4,8,regular,Waverley Park,10890
Collingwood,St Kilda,117,49,1990,18,Sat,4,8,regular,Victoria Park,28301
Geelong,Essendon,92,94,1990,18,Sat,4,8,regular,Skilled Stadium,21796
Fitzroy,Richmond,113,75,1990,18,Sat,4,8,regular,Princes Park,8949
Western Bulldogs,Carlton,67,96,1990,18,Sun,5,8,regular,Western Oval,22142
Sydney,West Coast,68,83,1990,18,Sun,5,8,regular,SCG,6970
Fitzroy,Western Bulldogs,88,123,1990,19,Sat,11,8,regular,Princes Park,10482
Hawthorn,St Kilda,119,83,1990,19,Sat,11,8,regular,Waverley Park,27612
Melbourne,Sydney,173,106,1990,19,Sat,11,8,regular,MCG,16719
Brisbane,Geelong,163,97,1990,19,Sat,11,8,regular,Gold Coast Stadium,8180
North Melbourne,Carlton,89,55,1990,19,Sun,12,8,regular,MCG,21094
Essendon,Collingwood,84,78,1990,19,Sun,12,8,regular,Waverley Park,65293
West Coast,Richmond,153,105,1990,19,Sun,12,8,regular,Patersons Stadium,22939
Sydney,Brisbane,86,55,1990,20,Fri,17,8,regular,SCG,5272
Carlton,Essendon,107,87,1990,20,Sat,18,8,regular,Princes Park,25455
Hawthorn,Collingwood,163,80,1990,20,Sat,18,8,regular,Waverley Park,53982
St Kilda,Fitzroy,117,116,1990,20,Sat,18,8,regular,Gold Coast Stadium,13712
Western Bulldogs,North Melbourne,88,115,1990,20,Sat,18,8,regular,Western Oval,16087
Richmond,Geelong,94,158,1990,20,Sat,18,8,regular,MCG,16984
West Coast,Melbourne,103,139,1990,20,Sun,19,8,regular,Patersons Stadium,35623
North Melbourne,St Kilda,179,87,1990,21,Fri,24,8,regular,MCG,18079
Hawthorn,Carlton,116,85,1990,21,Sat,25,8,regular,Princes Park,23200
Collingwood,Fitzroy,118,32,1990,21,Sat,25,8,regular,Victoria Park,21008
Essendon,Western Bulldogs,104,80,1990,21,Sat,25,8,regular,North Hobart,17258
Geelong,Sydney,90,92,1990,21,Sat,25,8,regular,Skilled Stadium,13109
Richmond,Melbourne,50,86,1990,21,Sat,25,8,regular,Waverley Park,15342
Brisbane,West Coast,59,100,1990,21,Sun,26,8,regular,Gold Coast Stadium,7286
Western Bulldogs,Brisbane,117,96,1990,22,Sat,1,9,regular,Western Oval,11371
Fitzroy,Carlton,125,113,1990,22,Sat,1,9,regular,Princes Park,14168
North Melbourne,Collingwood,67,156,1990,22,Sat,1,9,regular,Waverley Park,43044
St Kilda,Essendon,93,128,1990,22,Sat,1,9,regular,Gold Coast Stadium,26661
Geelong,West Coast,83,90,1990,22,Sat,1,9,regular,Skilled Stadium,16312
Melbourne,Hawthorn,116,104,1990,22,Sat,1,9,regular,MCG,57247
