home_team,away_team,home_score,away_score,year,round,weekday,day,month,game_type,venue,attendance
Adelaide,North Melbourne,92,105,1998,21,Sat,22,8,regular,AAMI Stadium,43297
Collingwood,Carlton,63,118,1998,21,Sun,23,8,regular,MCG,60741
Hawthorn,Geelong,84,63,1998,21,Sun,23,8,regular,Waverley Park,28833
Fremantle,Port Adelaide,71,124,1998,21,Sun,23,8,regular,Patersons Stadium,20412
Melbourne,Sydney,114,83,1998,21,Mon,24,8,regular,MCG,52614
North Melbourne,Western Bulldogs,113,108,1998,22,Fri,28,8,regular,MCG,68050
Hawthorn,Fremantle,149,60,1998,22,Sat,29,8,regular,Waverley Park,39735
Essendon,Geelong,117,127,1998,22,Sat,29,8,regular,MCG,61089
West Coast,Adelaide,81,106,1998,22,Sat,29,8,regular,Patersons Stadium,37388
Brisbane,St Kilda,92,91,1998,22,Sat,29,8,regular,Gabba,14993
Sydney,Collingwood,119,107,1998,22,Sun,30,8,regular,SCG,35814
Melbourne,Richmond,133,57,1998,22,Sun,30,8,regular,MCG,76387
Port Adelaide,Carlton,84,138,1998,22,Sun,30,8,regular,AAMI Stadium,34518
North Melbourne,Essendon,82,60,1998,23,Fri,4,9,finals,MCG,71154
Sydney,St Kilda,89,87,1998,23,Sat,5,9,finals,SCG,36076
Melbourne,Adelaide,115,67,1998,23,Sat,5,9,finals,MCG,60817
Western Bulldogs,West Coast,121,51,1998,23,Sun,6,9,finals,MCG,43025
Melbourne,St Kilda,107,56,1998,23,Sat,12,9,finals,MCG,88456
Adelaide,Sydney,94,67,1998,23,Sat,12,9,finals,SCG,37498
North Melbourne,Melbourne,114,84,1998,23,Fri,18,9,finals,MCG,73719
Adelaide,Western Bulldogs,161,93,1998,23,Sat,19,9,finals,MCG,67557
Adelaide,North Melbourne,105,70,1998,23,Sat,26,9,finals,MCG,94431
Essendon,Carlton,110,71,1999,1,Thu,25,3,regular,MCG,71501
North Melbourne,Geelong,135,141,1999,1,Fri,26,3,regular,MCG,33674
Melbourne,Richmond,104,87,1999,1,Sat,27,3,regular,MCG,47620
Brisbane,St Kilda,152,63,1999,1,Sat,27,3,regular,Gabba,20172
Adelaide,Western Bulldogs,78,91,1999,1,Sat,27,3,regular,AAMI Stadium,39135
Fremantle,West Coast,98,102,1999,1,Sun,28,3,regular,Patersons Stadium,32680
Collingwood,Hawthorn,59,74,1999,1,Sun,28,3,regular,MCG,48620
Sydney,Port Adelaide,86,115,1999,1,Sun,28,3,regular,SCG,28264
North Melbourne,Essendon,106,141,1999,2,Thu,1,4,regular,MCG,48383
Western Bulldogs,Geelong,134,155,1999,2,Sat,3,4,regular,Princes Park,22162
Hawthorn,Adelaide,56,60,1999,2,Sat,3,4,regular,Waverley Park,29135
Richmond,Sydney,108,96,1999,2,Sat,3,4,regular,MCG,40462
West Coast,Brisbane,83,73,1999,2,Sat,3,4,regular,Patersons Stadium,29932
St Kilda,Melbourne,130,84,1999,2,Sun,4,4,regular,Waverley Park,37232
Port Adelaide,Fremantle,114,101,1999,2,Sun,4,4,regular,AAMI Stadium,28384
Collingwood,Carlton,83,112,1999,2,Mon,5,4,regular,MCG,70506
Richmond,North Melbourne,90,100,1999,3,Fri,9,4,regular,MCG,46173
Essendon,Sydney,149,68,1999,3,Sat,10,4,regular,MCG,50324
Brisbane,Port Adelaide,80,103,1999,3,Sat,10,4,regular,Gabba,21092
Fremantle,Hawthorn,78,112,1999,3,Sat,10,4,regular,Patersons Stadium,22552
Geelong,Melbourne,97,91,1999,3,Sat,10,4,regular,Skilled Stadium,27417
Western Bulldogs,Carlton,103,105,1999,3,Sun,11,4,regular,Princes Park,27649
Collingwood,West Coast,75,111,1999,3,Sun,11,4,regular,Victoria Park,19441
Adelaide,St Kilda,96,81,1999,3,Sun,11,4,regular,AAMI Stadium,41708
Melbourne,Hawthorn,85,84,1999,4,Fri,16,4,regular,MCG,46289
Collingwood,Richmond,96,146,1999,4,Sat,17,4,regular,MCG,49609
Carlton,Fremantle,121,92,1999,4,Sat,17,4,regular,Princes Park,19100
Sydney,North Melbourne,72,70,1999,4,Sat,17,4,regular,SCG,29617
Brisbane,Adelaide,115,54,1999,4,Sat,17,4,regular,Gabba,21360
St Kilda,Western Bulldogs,107,99,1999,4,Sat,17,4,regular,Waverley Park,33581
Port Adelaide,Geelong,74,115,1999,4,Sun,18,4,regular,AAMI Stadium,34570
West Coast,Essendon,97,23,1999,4,Sun,18,4,regular,Patersons Stadium,32893
Richmond,Western Bulldogs,81,143,1999,5,Fri,23,4,regular,MCG,43043
North Melbourne,St Kilda,92,90,1999,5,Sat,24,4,regular,SCG,11706
Melbourne,Port Adelaide,90,66,1999,5,Sat,24,4,regular,MCG,24533
Hawthorn,West Coast,68,94,1999,5,Sat,24,4,regular,Waverley Park,27370
Carlton,Geelong,65,115,1999,5,Sat,24,4,regular,Princes Park,31189
Essendon,Collingwood,108,100,1999,5,Sun,25,4,regular,MCG,73118
Adelaide,Sydney,155,74,1999,5,Sun,25,4,regular,AAMI Stadium,42641
Fremantle,Brisbane,53,108,1999,5,Sun,25,4,regular,Patersons Stadium,24044
St Kilda,Carlton,99,58,1999,6,Fri,30,4,regular,MCG,43777
West Coast,Western Bulldogs,124,52,1999,6,Sat,1,5,regular,Patersons Stadium,32370
Geelong,Hawthorn,98,100,1999,6,Sat,1,5,regular,Skilled Stadium,27341
Brisbane,Melbourne,93,70,1999,6,Sat,1,5,regular,Gabba,21753
Richmond,Essendon,78,113,1999,6,Sat,1,5,regular,MCG,59458
Sydney,Fremantle,100,75,1999,6,Sun,2,5,regular,SCG,24629
Adelaide,Port Adelaide,115,87,1999,6,Sun,2,5,regular,AAMI Stadium,45615
Collingwood,North Melbourne,109,137,1999,6,Sun,2,5,regular,MCG,38245
Richmond,Carlton,98,118,1999,7,Fri,7,5,regular,MCG,52103
St Kilda,West Coast,68,48,1999,7,Sat,8,5,regular,Waverley Park,28240
Brisbane,Collingwood,96,62,1999,7,Sat,8,5,regular,Gabba,22023
Melbourne,Essendon,134,113,1999,7,Sat,8,5,regular,MCG,51722
Port Adelaide,Western Bulldogs,75,120,1999,7,Sat,8,5,regular,AAMI Stadium,28525
Fremantle,Geelong,116,99,1999,7,Sun,9,5,regular,Patersons Stadium,17620
Sydney,Hawthorn,131,103,1999,7,Sun,9,5,regular,SCG,25823
North Melbourne,Adelaide,141,85,1999,7,Sun,9,5,regular,MCG,22006
Essendon,St Kilda,51,94,1999,8,Fri,14,5,regular,MCG,62928
Collingwood,Fremantle,99,59,1999,8,Sat,15,5,regular,MCG,26339
Western Bulldogs,Melbourne,117,53,1999,8,Sat,15,5,regular,Princes Park,18226
Hawthorn,North Melbourne,49,101,1999,8,Sat,15,5,regular,Waverley Park,21114
Port Adelaide,Carlton,125,86,1999,8,Sat,15,5,regular,AAMI Stadium,30557
West Coast,Adelaide,126,72,1999,8,Sun,16,5,regular,Patersons Stadium,32484
Geelong,Sydney,100,141,1999,8,Sun,16,5,regular,Skilled Stadium,21581
Richmond,Brisbane,135,119,1999,8,Sun,16,5,regular,MCG,28217
Collingwood,Western Bulldogs,88,126,1999,9,Fri,21,5,regular,MCG,44457
Carlton,Melbourne,97,64,1999,9,Sat,22,5,regular,Princes Park,24669
Hawthorn,Essendon,47,107,1999,9,Sat,22,5,regular,Waverley Park,46479
Adelaide,Richmond,67,78,1999,9,Sat,22,5,regular,AAMI Stadium,38151
Fremantle,North Melbourne,86,116,1999,9,Sat,22,5,regular,Patersons Stadium,24218
Sydney,West Coast,81,94,1999,9,Sun,23,5,regular,SCG,36787
Brisbane,Geelong,144,87,1999,9,Sun,23,5,regular,Gabba,22948
St Kilda,Port Adelaide,119,57,1999,9,Sun,23,5,regular,Waverley Park,22232
Melbourne,Fremantle,90,144,1999,10,Fri,4,6,regular,MCG,19178
Adelaide,Essendon,61,109,1999,10,Fri,4,6,regular,AAMI Stadium,39389
Richmond,Hawthorn,81,87,1999,10,Sat,5,6,regular,MCG,45382
Geelong,St Kilda,108,118,1999,10,Sat,5,6,regular,Skilled Stadium,22906
Brisbane,Western Bulldogs,44,66,1999,10,Sat,5,6,regular,Gabba,17665
Sydney,Collingwood,145,94,1999,10,Sun,6,6,regular,SCG,41280
North Melbourne,Port Adelaide,133,126,1999,10,Sun,6,6,regular,MCG,16429
West Coast,Carlton,84,101,1999,10,Sun,6,6,regular,Patersons Stadium,33313
Essendon,Geelong,137,104,1999,11,Fri,11,6,regular,MCG,61783
Carlton,Brisbane,78,94,1999,11,Sat,12,6,regular,Princes Park,24235
Port Adelaide,Richmond,32,30,1999,11,Sat,12,6,regular,AAMI Stadium,25753
St Kilda,Sydney,73,102,1999,11,Sat,12,6,regular,Waverley Park,46880
Fremantle,Adelaide,122,83,1999,11,Sun,13,6,regular,Patersons Stadium,23814
Western Bulldogs,Hawthorn,76,76,1999,11,Sun,13,6,regular,Princes Park,18977
North Melbourne,West Coast,84,64,1999,11,Mon,14,6,regular,SCG,15230
Collingwood,Melbourne,78,89,1999,11,Mon,14,6,regular,MCG,40031
Richmond,Geelong,101,66,1999,12,Fri,18,6,regular,MCG,36013
Hawthorn,St Kilda,109,96,1999,12,Sat,19,6,regular,Waverley Park,36381
Brisbane,Essendon,71,89,1999,12,Sat,19,6,regular,Gabba,24989
Western Bulldogs,Fremantle,115,79,1999,12,Sat,19,6,regular,Princes Park,13513
Adelaide,Collingwood,99,94,1999,12,Sat,19,6,regular,AAMI Stadium,36737
West Coast,Port Adelaide,137,72,1999,12,Sun,20,6,regular,Patersons Stadium,32596
Melbourne,North Melbourne,92,93,1999,12,Sun,20,6,regular,MCG,28350
Carlton,Sydney,61,88,1999,12,Sun,20,6,regular,Princes Park,26006
Essendon,Western Bulldogs,80,76,1999,13,Fri,25,6,regular,MCG,55230
Port Adelaide,Hawthorn,65,45,1999,13,Sat,26,6,regular,AAMI Stadium,28739
North Melbourne,Carlton,89,53,1999,13,Sat,26,6,regular,MCG,36558
Geelong,West Coast,68,112,1999,13,Sat,26,6,regular,Skilled Stadium,19093
St Kilda,Collingwood,82,103,1999,13,Sat,26,6,regular,Waverley Park,40790
Melbourne,Adelaide,109,91,1999,13,Sun,27,6,regular,MCG,23371
Sydney,Brisbane,98,133,1999,13,Sun,27,6,regular,SCG,25528
Fremantle,Richmond,126,127,1999,13,Sun,27,6,regular,Patersons Stadium,22865
Collingwood,Port Adelaide,87,88,1999,14,Fri,2,7,regular,MCG,29462
North Melbourne,Brisbane,102,100,1999,14,Sat,3,7,regular,MCG,24189
St Kilda,Richmond,96,55,1999,14,Sat,3,7,regular,Waverley Park,43614
West Coast,Melbourne,112,77,1999,14,Sat,3,7,regular,Patersons Stadium,33541
Adelaide,Geelong,159,96,1999,14,Sun,4,7,regular,AAMI Stadium,40209
Essendon,Fremantle,108,72,1999,14,Sun,4,7,regular,MCG,35273
Sydney,Western Bulldogs,101,123,1999,14,Sun,4,7,regular,SCG,28420
Hawthorn,Carlton,55,89,1999,14,Sun,4,7,regular,Waverley Park,48353
Richmond,West Coast,104,75,1999,15,Fri,9,7,regular,MCG,32564
Brisbane,Hawthorn,92,61,1999,15,Sat,10,7,regular,Gabba,22758
Carlton,Adelaide,136,88,1999,15,Sat,10,7,regular,Princes Park,22720
Geelong,Collingwood,128,125,1999,15,Sat,10,7,regular,Skilled Stadium,24395
Melbourne,Sydney,74,125,1999,15,Sat,10,7,regular,MCG,35500
Fremantle,St Kilda,107,84,1999,15,Sat,10,7,regular,Patersons Stadium,24411
Port Adelaide,Essendon,99,62,1999,15,Sun,11,7,regular,AAMI Stadium,34671
North Melbourne,Western Bulldogs,108,150,1999,15,Sun,11,7,regular,MCG,44683
Richmond,Melbourne,107,82,1999,16,Fri,16,7,regular,MCG,44898
St Kilda,Brisbane,68,107,1999,16,Sat,17,7,regular,Waverley Park,22268
Western Bulldogs,Adelaide,99,97,1999,16,Sat,17,7,regular,MCG,27747
North Melbourne,Geelong,143,88,1999,16,Sat,17,7,regular,SCG,10676
Essendon,Carlton,146,70,1999,16,Sun,18,7,regular,MCG,66207
Port Adelaide,Sydney,72,64,1999,16,Sun,18,7,regular,AAMI Stadium,30750
West Coast,Fremantle,72,119,1999,16,Sun,18,7,regular,Patersons Stadium,36763
Hawthorn,Collingwood,92,124,1999,16,Sun,18,7,regular,Waverley Park,40319
Melbourne,St Kilda,79,98,1999,17,Fri,23,7,regular,MCG,28854
Fremantle,Port Adelaide,89,96,1999,17,Sat,24,7,regular,WACA,22987
Sydney,Richmond,96,55,1999,17,Sat,24,7,regular,SCG,29507
Geelong,Western Bulldogs,91,98,1999,17,Sat,24,7,regular,Skilled Stadium,19951
Essendon,North Melbourne,158,132,1999,17,Sat,24,7,regular,MCG,68831
Collingwood,Carlton,96,153,1999,17,Sun,25,7,regular,MCG,53560
Adelaide,Hawthorn,125,76,1999,17,Sun,25,7,regular,AAMI Stadium,38679
Brisbane,West Coast,166,66,1999,17,Sun,25,7,regular,Gabba,22186
North Melbourne,Richmond,101,79,1999,18,Fri,30,7,regular,MCG,38196
Sydney,Essendon,79,93,1999,18,Sat,31,7,regular,SCG,31776
West Coast,Collingwood,108,72,1999,18,Sat,31,7,regular,WACA,26126
St Kilda,Adelaide,66,99,1999,18,Sat,31,7,regular,Waverley Park,20131
Melbourne,Geelong,80,101,1999,18,Sat,31,7,regular,MCG,27408
Carlton,Western Bulldogs,99,94,1999,18,Sun,1,8,regular,Princes Park,24483
Hawthorn,Fremantle,102,77,1999,18,Sun,1,8,regular,Waverley Park,13941
Port Adelaide,Brisbane,66,118,1999,18,Sun,1,8,regular,AAMI Stadium,33345
Essendon,West Coast,153,93,1999,19,Fri,6,8,regular,MCG,55096
Geelong,Port Adelaide,118,86,1999,19,Sat,7,8,regular,Skilled Stadium,17234
Fremantle,Carlton,57,126,1999,19,Sat,7,8,regular,WACA,23372
North Melbourne,Sydney,111,101,1999,19,Sat,7,8,regular,SCG,27964
Richmond,Collingwood,79,112,1999,19,Sat,7,8,regular,MCG,47621
Western Bulldogs,St Kilda,115,91,1999,19,Sun,8,8,regular,Princes Park,15804
Adelaide,Brisbane,44,83,1999,19,Sun,8,8,regular,AAMI Stadium,33398
Hawthorn,Melbourne,122,54,1999,19,Sun,8,8,regular,Waverley Park,16665
Collingwood,Essendon,65,87,1999,20,Fri,13,8,regular,MCG,56129
St Kilda,North Melbourne,89,114,1999,20,Sat,14,8,regular,Waverley Park,26261
West Coast,Hawthorn,82,84,1999,20,Sat,14,8,regular,WACA,24835
Port Adelaide,Melbourne,63,46,1999,20,Sat,14,8,regular,AAMI Stadium,26000
Richmond,Western Bulldogs,79,115,1999,20,Sat,14,8,regular,MCG,31062
Geelong,Carlton,113,104,1999,20,Sun,15,8,regular,MCG,42272
Brisbane,Fremantle,181,67,1999,20,Sun,15,8,regular,Gabba,23845
Sydney,Adelaide,159,41,1999,20,Sun,15,8,regular,SCG,34299
Essendon,Richmond,147,89,1999,21,Fri,20,8,regular,MCG,48835
Carlton,St Kilda,106,45,1999,21,Sat,21,8,regular,Princes Park,24185
Melbourne,Brisbane,104,159,1999,21,Sat,21,8,regular,MCG,18679
Hawthorn,Geelong,103,101,1999,21,Sat,21,8,regular,Waverley Park,31603
Fremantle,Sydney,76,109,1999,21,Sat,21,8,regular,WACA,25126
Port Adelaide,Adelaide,92,68,1999,21,Sun,22,8,regular,AAMI Stadium,42669
Western Bulldogs,West Coast,106,104,1999,21,Sun,22,8,regular,Princes Park,17267
North Melbourne,Collingwood,113,100,1999,21,Sun,22,8,regular,MCG,33449
Richmond,Carlton,90,79,1999,22,Fri,27,8,regular,MCG,34013
West Coast,St Kilda,80,121,1999,22,Sat,28,8,regular,WACA,24696
Collingwood,Brisbane,52,94,1999,22,Sat,28,8,regular,Victoria Park,24493
Essendon,Melbourne,116,99,1999,22,Sat,28,8,regular,MCG,47480
Western Bulldogs,Port Adelaide,145,78,1999,22,Sat,28,8,regular,Princes Park,15183
Hawthorn,Sydney,153,68,1999,22,Sun,29,8,regular,Waverley Park,72130
Geelong,Fremantle,139,88,1999,22,Sun,29,8,regular,Skilled Stadium,17378
Adelaide,North Melbourne,66,142,1999,22,Sun,29,8,regular,AAMI Stadium,37662
West Coast,Western Bulldogs,65,60,1999,23,Fri,3,9,finals,MCG,41227
North Melbourne,Port Adelaide,100,56,1999,23,Sat,4,9,finals,MCG,31476
Brisbane,Carlton,138,65,1999,23,Sat,4,9,finals,Gabba,26112
Essendon,Sydney,123,54,1999,23,Sun,5,9,finals,MCG,57687
Brisbane,Western Bulldogs,126,73,1999,23,Sat,11,9,finals,Gabba,24045
Carlton,West Coast,124,70,1999,23,Sat,11,9,finals,MCG,55682
North Melbourne,Brisbane,123,78,1999,23,Fri,17,9,finals,MCG,61031
Carlton,Essendon,104,103,1999,23,Sat,18,9,finals,MCG,80519
North Melbourne,Carlton,124,89,1999,23,Sat,25,9,finals,MCG,94228
Melbourne,Richmond,92,94,2000,1,Wed,8,3,regular,MCG,41648
Essendon,Port Adelaide,156,62,2000,1,Thu,9,3,regular,Etihad Stadium,43012
North Melbourne,West Coast,111,154,2000,1,Fri,10,3,regular,MCG,20580
Fremantle,Geelong,107,129,2000,1,Sat,11,3,regular,Patersons Stadium,19777
Adelaide,Western Bulldogs,108,131,2000,1,Sat,11,3,regular,AAMI Stadium,37222
St Kilda,Sydney,100,134,2000,1,Sun,12,3,regular,Etihad Stadium,31440
Hawthorn,Collingwood,86,140,2000,1,Mon,13,3,regular,MCG,53776
Carlton,Brisbane,152,112,2000,1,Mon,13,3,regular,Princes Park,22374
Essendon,Richmond,130,87,2000,2,Thu,16,3,regular,MCG,49521
Melbourne,North Melbourne,145,120,2000,2,Fri,17,3,regular,MCG,23348
Geelong,St Kilda,139,99,2000,2,Sat,18,3,regular,Skilled Stadium,20476
Port Adelaide,Fremantle,87,125,2000,2,Sat,18,3,regular,AAMI Stadium,24695
Carlton,Hawthorn,154,112,2000,2,Sun,19,3,regular,Princes Park,21161
Collingwood,Adelaide,103,92,2000,2,Sun,19,3,regular,MCG,33076
Western Bulldogs,Brisbane,110,139,2000,2,Sun,19,3,regular,Etihad Stadium,24460
West Coast,Sydney,70,82,2000,2,Sun,19,3,regular,Patersons Stadium,38127
Richmond,North Melbourne,134,170,2000,3,Fri,24,3,regular,MCG,37543
Adelaide,Geelong,100,111,2000,3,Sat,25,3,regular,AAMI Stadium,39179
St Kilda,West Coast,116,116,2000,3,Sat,25,3,regular,Etihad Stadium,21215
Hawthorn,Brisbane,110,103,2000,3,Sat,25,3,regular,MCG,20374
Western Bulldogs,Port Adelaide,141,94,2000,3,Sun,26,3,regular,Etihad Stadium,18134
Collingwood,Carlton,160,87,2000,3,Sun,26,3,regular,MCG,82669
Sydney,Melbourne,126,114,2000,3,Sun,26,3,regular,SCG,26920
Fremantle,Essendon,88,124,2000,3,Sun,26,3,regular,Patersons Stadium,27230
North Melbourne,Geelong,104,99,2000,4,Fri,31,3,regular,Etihad Stadium,34623
West Coast,Adelaide,187,73,2000,4,Sat,1,4,regular,WACA,26008
Hawthorn,Essendon,90,137,2000,4,Sat,1,4,regular,MCG,46889
Western Bulldogs,Carlton,98,59,2000,4,Sat,1,4,regular,Etihad Stadium,30576
Sydney,Collingwood,101,106,2000,4,Sat,1,4,regular,SCG,34687
Richmond,Fremantle,87,88,2000,4,Sun,2,4,regular,Etihad Stadium,23578
Port Adelaide,Brisbane,149,106,2000,4,Sun,2,4,regular,AAMI Stadium,24458
Melbourne,St Kilda,165,75,2000,4,Sun,2,4,regular,MCG,31642
Western Bulldogs,Collingwood,110,118,2000,5,Fri,7,4,regular,Etihad Stadium,45141
Essendon,Carlton,123,99,2000,5,Sat,8,4,regular,MCG,64658
Fremantle,Melbourne,75,106,2000,5,Sat,8,4,regular,WACA,20484
Brisbane,Adelaide,122,92,2000,5,Sat,8,4,regular,Gabba,26395
North Melbourne,Sydney,128,120,2000,5,Sun,9,4,regular,SCG,19306
Port Adelaide,Hawthorn,74,113,2000,5,Sun,9,4,regular,AAMI Stadium,22086
Geelong,West Coast,162,81,2000,5,Sun,9,4,regular,Skilled Stadium,22623
St Kilda,Richmond,84,110,2000,5,Sun,9,4,regular,Etihad Stadium,26374
Western Bulldogs,Essendon,81,144,2000,6,Fri,14,4,regular,Etihad Stadium,42029
Collingwood,North Melbourne,82,114,2000,6,Sat,15,4,regular,MCG,55802
St Kilda,Brisbane,66,105,2000,6,Sat,15,4,regular,Etihad Stadium,18194
West Coast,Fremantle,178,61,2000,6,Sat,15,4,regular,Patersons Stadium,40519
Carlton,Port Adelaide,169,78,2000,6,Sat,15,4,regular,Princes Park,16415
Sydney,Richmond,106,112,2000,6,Sun,16,4,regular,SCG,25049
Adelaide,Hawthorn,143,57,2000,6,Sun,16,4,regular,AAMI Stadium,38158
Geelong,Melbourne,109,84,2000,6,Sun,16,4,regular,Skilled Stadium,26761
St Kilda,North Melbourne,117,129,2000,7,Sat,22,4,regular,Etihad Stadium,25977
Sydney,Geelong,99,108,2000,7,Sat,22,4,regular,SCG,27040
Hawthorn,Western Bulldogs,123,92,2000,7,Sat,22,4,regular,MCG,29405
Port Adelaide,Adelaide,91,98,2000,7,Sun,23,4,regular,AAMI Stadium,41101
Melbourne,West Coast,138,77,2000,7,Sun,23,4,regular,Etihad Stadium,20774
Richmond,Carlton,69,120,2000,7,Mon,24,4,regular,MCG,63149
Collingwood,Essendon,100,140,2000,7,Tue,25,4,regular,MCG,88390
Fremantle,Brisbane,111,100,2000,7,Tue,25,4,regular,Patersons Stadium,19800
North Melbourne,Hawthorn,67,128,2000,8,Fri,28,4,regular,MCG,36514
St Kilda,Adelaide,68,108,2000,8,Sat,29,4,regular,Etihad Stadium,20125
West Coast,Western Bulldogs,108,102,2000,8,Sat,29,4,regular,WACA,26554
Port Adelaide,Melbourne,86,111,2000,8,Sun,30,4,regular,AAMI Stadium,22490
Carlton,Sydney,109,64,2000,8,Sun,30,4,regular,Princes Park,19964
Geelong,Richmond,77,147,2000,8,Sun,30,4,regular,Etihad Stadium,35171
Brisbane,Essendon,63,127,2000,8,Mon,1,5,regular,Gabba,31887
Collingwood,Fremantle,85,107,2000,8,Mon,1,5,regular,Etihad Stadium,33947
Western Bulldogs,St Kilda,105,104,2000,9,Fri,5,5,regular,Etihad Stadium,35505
Richmond,West Coast,79,70,2000,9,Sat,6,5,regular,Etihad Stadium,26304
Adelaide,North Melbourne,125,128,2000,9,Sat,6,5,regular,AAMI Stadium,40402
Hawthorn,Geelong,98,73,2000,9,Sat,6,5,regular,MCG,39116
Melbourne,Essendon,93,106,2000,9,Sun,7,5,regular,MCG,62606
Fremantle,Carlton,82,147,2000,9,Sun,7,5,regular,Patersons Stadium,28421
Sydney,Port Adelaide,111,85,2000,9,Sun,7,5,regular,SCG,22446
Brisbane,Collingwood,146,117,2000,9,Sun,7,5,regular,Gabba,29046
West Coast,Hawthorn,118,88,2000,10,Fri,12,5,regular,Patersons Stadium,37549
Richmond,Collingwood,102,54,2000,10,Sat,13,5,regular,MCG,64769
Port Adelaide,Geelong,78,78,2000,10,Sat,13,5,regular,AAMI Stadium,19511
St Kilda,Carlton,82,109,2000,10,Sat,13,5,regular,Etihad Stadium,38151
Essendon,Adelaide,132,84,2000,10,Sun,14,5,regular,Etihad Stadium,34626
Western Bulldogs,Sydney,137,79,2000,10,Sun,14,5,regular,SCG,18817
North Melbourne,Fremantle,148,60,2000,10,Sun,14,5,regular,MCG,12400
Melbourne,Brisbane,102,84,2000,10,Mon,15,5,regular,Etihad Stadium,24908
St Kilda,Port Adelaide,117,55,2000,11,Fri,19,5,regular,Etihad Stadium,17509
Carlton,North Melbourne,129,99,2000,11,Sat,20,5,regular,Princes Park,28944
Geelong,Essendon,87,145,2000,11,Sat,20,5,regular,Etihad Stadium,47071
Fremantle,Western Bulldogs,81,174,2000,11,Sat,20,5,regular,Patersons Stadium,20821
Hawthorn,Richmond,77,80,2000,11,Sat,20,5,regular,MCG,41057
Adelaide,Melbourne,105,70,2000,11,Sun,21,5,regular,AAMI Stadium,37871
Collingwood,West Coast,92,128,2000,11,Sun,21,5,regular,Etihad Stadium,29072
Sydney,Brisbane,107,110,2000,11,Sun,21,5,regular,SCG,19789
Essendon,St Kilda,169,83,2000,12,Fri,26,5,regular,Etihad Stadium,39836
Hawthorn,Fremantle,121,62,2000,12,Sat,27,5,regular,Etihad Stadium,16004
Adelaide,Sydney,98,48,2000,12,Sat,27,5,regular,AAMI Stadium,30350
Brisbane,Richmond,99,111,2000,12,Sat,27,5,regular,Gabba,29967
Collingwood,Geelong,67,71,2000,12,Sat,27,5,regular,MCG,34367
West Coast,Carlton,78,128,2000,12,Sun,28,5,regular,Patersons Stadium,39968
Western Bulldogs,Melbourne,108,83,2000,12,Sun,28,5,regular,Etihad Stadium,26180
North Melbourne,Port Adelaide,76,59,2000,12,Sun,28,5,regular,SCG,7334
Richmond,Adelaide,112,121,2000,13,Fri,2,6,regular,Etihad Stadium,32959
Melbourne,Carlton,61,159,2000,13,Sat,3,6,regular,MCG,41889
Port Adelaide,Collingwood,89,75,2000,13,Sat,3,6,regular,AAMI Stadium,22691
Brisbane,West Coast,173,89,2000,13,Sat,3,6,regular,Gabba,25359
Geelong,Western Bulldogs,126,119,2000,13,Sun,4,6,regular,Etihad Stadium,30573
Essendon,North Melbourne,119,70,2000,13,Sun,4,6,regular,MCG,67172
Fremantle,St Kilda,100,56,2000,13,Sun,4,6,regular,Patersons Stadium,21278
Sydney,Hawthorn,109,78,2000,13,Sun,4,6,regular,SCG,21353
North Melbourne,Brisbane,116,112,2000,14,Fri,9,6,regular,Etihad Stadium,26326
Melbourne,Collingwood,143,78,2000,14,Sat,10,6,regular,MCG,39710
West Coast,Port Adelaide,71,107,2000,14,Sat,10,6,regular,Patersons Stadium,31996
Adelaide,Fremantle,145,72,2000,14,Sun,11,6,regular,AAMI Stadium,40917
St Kilda,Hawthorn,86,171,2000,14,Sun,11,6,regular,MCG,21744
Carlton,Geelong,107,97,2000,14,Sun,11,6,regular,Princes Park,31988
Sydney,Essendon,76,89,2000,14,Sun,11,6,regular,SCG,29199
Richmond,Western Bulldogs,87,52,2000,14,Mon,12,6,regular,MCG,49557
Collingwood,St Kilda,115,82,2000,15,Fri,16,6,regular,MCG,35542
Hawthorn,Melbourne,72,141,2000,15,Sat,17,6,regular,MCG,39215
Geelong,Brisbane,59,128,2000,15,Sat,17,6,regular,Skilled Stadium,21003
Carlton,Adelaide,120,96,2000,15,Sat,17,6,regular,Princes Park,25563
Essendon,West Coast,108,76,2000,15,Sat,17,6,regular,Etihad Stadium,39694
Western Bulldogs,North Melbourne,106,102,2000,15,Sun,18,6,regular,Etihad Stadium,27695
Fremantle,Sydney,123,96,2000,15,Sun,18,6,regular,Patersons Stadium,20465
Port Adelaide,Richmond,103,75,2000,15,Sun,18,6,regular,AAMI Stadium,26053
Collingwood,Hawthorn,68,125,2000,16,Fri,23,6,regular,Etihad Stadium,38745
Port Adelaide,Essendon,58,89,2000,16,Sat,24,6,regular,AAMI Stadium,35129
Geelong,Fremantle,90,84,2000,16,Sat,24,6,regular,Skilled Stadium,17399
Melbourne,Richmond,110,100,2000,16,Sat,24,6,regular,MCG,43200
Sydney,St Kilda,93,65,2000,16,Sat,24,6,regular,SCG,22154
Brisbane,Carlton,112,156,2000,16,Sun,25,6,regular,Gabba,34743
West Coast,North Melbourne,52,113,2000,16,Sun,25,6,regular,Patersons Stadium,36461
Western Bulldogs,Adelaide,135,74,2000,16,Sun,25,6,regular,Etihad Stadium,22229
St Kilda,Geelong,109,85,2000,17,Fri,30,6,regular,Etihad Stadium,23870
Richmond,Essendon,66,167,2000,17,Sat,1,7,regular,MCG,73465
